Ad schedule day and hour report
1 January 2026 - 26 March 2026
Day of the week,Hour of the day,Campaign,Currency code,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Conv. rate,Conversions,Cost / conv.
Wednesday,1,PMax | Rem | EU | EN,EUR,1.01,193,6,3.11%,0.03,0.19,0.00%,0.00,0.00
Tuesday,18,PMax | Rem | EU | EN,EUR,3.31,459,29,6.32%,0.05,1.52,0.00%,0.00,0.00
Thursday,20,PMax | Rem | AU-NZ | EN,EUR,45.00,10,1,10.00%,0.45,0.45,0.00%,0.00,0.00
Wednesday,6,PMax | Rem | AU-NZ | EN,EUR,114.29,7,1,14.29%,0.80,0.80,0.00%,0.00,0.00
Wednesday,23,S | General | UK,EUR,95.31,32,3,9.38%,1.02,3.05,0.00%,0.00,0.00
Sunday,2,PMax | Rem | US | EN,EUR,33.07,75,2,2.67%,1.24,2.48,0.00%,0.00,0.00
Monday,10,ADa_Panty_NL,EUR,265.88,68,2,2.94%,9.04,18.08,50.00%,1.00,18.08
Sunday,8,ADa_Panty_NL,EUR,68.33,18,1,5.56%,1.23,1.23,0.00%,0.00,0.00
Thursday,3,PMAX | shopping | EU | EN,EUR,0.00,36,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,14,PMax | Rem | CA | EN,EUR,0.32,9,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,0,PMax | Rem | CA | EN,EUR,0.00,5,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,8,PMax | Rem | CA | EN,EUR,1.05,14,0,0.00%,0,0.01,0.00%,0.00,0.00
Sunday,14,PMax | Rem | CA | EN,EUR,0.53,8,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,11,PMax | Rem | AU-NZ | EN,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,23,PMax | Rem | AU-NZ | EN,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,4,PMax | Rem | AU-NZ | EN,EUR,0.00,33,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,1,PMax | Rem | AU-NZ | EN,EUR,0.45,41,0,0.00%,0,0.02,0.00%,0.00,0.00
Sunday,10,ADa_Brand_NL,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,18,S | General | UK,EUR,0.00,18,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,0,PMax | Rem | US | EN,EUR,0.00,15,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,8,PMax | Rem | US | EN,EUR,0.00,22,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,15,PMax | Rem | US | EN,EUR,0.00,30,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,6,ADa_Panty_NL,EUR,0.00,70,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,21,S | Brand | NL,EUR,185.00,4,1,25.00%,0.74,0.74,0.00%,0.00,0.00
Monday,22,S | Brand | NL,EUR,214.29,7,2,28.57%,0.75,1.50,0.00%,0.00,0.00
Sunday,2,S | Brand | NL,EUR,20.00,2,2,100.00%,0.02,0.04,0.00%,0.00,0.00
Saturday,19,PMax | Rem | DE,EUR,8.32,161,3,1.86%,0.45,1.34,0.00%,0.00,0.00
Tuesday,14,PMax | Rem | DE,EUR,9.47,713,20,2.81%,0.34,6.75,0.00%,0.00,0.00
Sunday,2,PMax | Rem | DE,EUR,13.76,58,2,3.45%,0.40,0.80,0.00%,0.00,0.00
Friday,15,PMax | Rem | UK,EUR,5.25,580,4,0.69%,0.76,3.05,0.00%,0.00,0.00
Monday,11,PMax | Rem | UK,EUR,15.03,220,11,5.00%,0.30,3.31,9.09%,1.00,3.31
Sunday,22,PMax | Rem | UK,EUR,8.15,161,7,4.35%,0.19,1.31,0.00%,0.00,0.00
Saturday,5,PMAX | shopping | EU | EN,EUR,0.61,85,3,3.53%,0.02,0.05,0.00%,0.00,0.00
Saturday,22,PMAX | shopping | EU | EN,EUR,0.08,168,1,0.60%,0.01,0.01,0.00%,0.00,0.00
Friday,5,PMAX | shopping | EU | EN,EUR,0.20,72,1,1.39%,0.01,0.01,0.00%,0.00,0.00
Monday,8,PMAX | shopping | EU | EN,EUR,20.90,275,9,3.27%,0.64,5.75,0.00%,0.00,0.00
Saturday,8,DGen | EN,EUR,0.60,"2,574",8,0.31%,0.19,1.53,0.00%,0.00,0.00
Friday,1,DGen | EN,EUR,14.33,144,3,2.08%,0.69,2.06,0.00%,0.00,0.00
Friday,18,Sh | General | NL,EUR,730.00,2,1,50.00%,1.46,1.46,0.00%,0.00,0.00
Monday,19,S | Brand | EU | DE,EUR,5.00,2,1,50.00%,0.01,0.01,0.00%,0.00,0.00
Saturday,3,PMax | Rem | NL | New,EUR,5.64,134,7,5.22%,0.11,0.76,0.00%,0.00,0.00
Friday,22,PMax | Rem | NL | New,EUR,18.44,895,57,6.37%,0.29,16.50,0.00%,0.00,0.00
Wednesday,23,PMax | Rem | NL | New,EUR,15.28,438,22,5.02%,0.30,6.69,0.00%,0.00,0.00
Tuesday,16,S | General | EU | EN,EUR,28.08,193,8,4.15%,0.68,5.42,0.00%,0.00,0.00
Monday,0,S | General | EU | EN,EUR,49.68,71,6,8.45%,0.59,3.53,0.00%,0.00,0.00
Monday,12,S | General | EU | EN,EUR,116.69,124,9,7.26%,1.61,14.47,0.00%,0.00,0.00
Friday,3,ADa_Pants_NL,EUR,3.83,19,1,5.26%,0.07,0.07,0.00%,0.00,0.00
Wednesday,19,ADa_Pants_NL,EUR,18.43,278,9,3.24%,0.57,5.12,0.00%,0.00,0.00
Sunday,6,ADa_Pants_NL,EUR,5.06,69,4,5.80%,0.09,0.35,0.00%,0.00,0.00
Sunday,17,PMax | Rem | US | EN,EUR,34.74,76,2,2.63%,1.32,2.64,0.00%,0.00,0.00
Thursday,4,ADa_Panty_NL,EUR,8.68,74,7,9.46%,0.09,0.64,0.00%,0.00,0.00
Wednesday,11,ADa_Panty_NL,EUR,6.12,242,21,8.68%,0.07,1.48,0.00%,0.00,0.00
Wednesday,14,ADa_Panty_NL,EUR,21.63,156,6,3.85%,0.56,3.38,0.00%,0.00,0.00
Sunday,14,ADa_Panty_NL,EUR,30.63,48,1,2.08%,1.47,1.47,0.00%,0.00,0.00
Saturday,11,S | General | NL,EUR,74.18,182,8,4.40%,1.69,13.50,0.00%,0.00,0.00
Friday,7,S | General | NL,EUR,218.00,30,1,3.33%,6.54,6.54,0.00%,0.00,0.00
Tuesday,17,S | General | NL,EUR,23.33,36,1,2.78%,0.84,0.84,0.00%,0.00,0.00
Friday,6,PMax | Rem | EU | EN,EUR,15.36,181,21,11.60%,0.13,2.78,0.00%,0.00,0.00
Thursday,4,PMax | Rem | EU | EN,EUR,9.72,68,9,13.24%,0.07,0.66,0.00%,0.00,0.00
Thursday,5,PMax | Rem | EU | EN,EUR,0.48,123,11,8.94%,0.01,0.06,0.00%,0.00,0.00
Sunday,16,PMax | Rem | EU | EN,EUR,3.77,572,28,4.90%,0.08,2.15,0.00%,0.00,0.00
Monday,15,S | Brand | EU | FR,EUR,10.00,1,1,100.00%,0.01,0.01,0.00%,0.00,0.00
Saturday,17,PMAX | shopping | EU | EN,EUR,0.00,127,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,2,PMAX | shopping | EU | EN,EUR,0.00,41,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,19,PMAX | shopping | EU | EN,EUR,0.00,51,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,0,S | Brand | EU | DE,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,11,PMax | Rem | CA | EN,EUR,0.29,11,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,11,PMax | Rem | CA | EN,EUR,1.14,5,0,0.00%,0,0.01,0.00%,0.00,0.00
Wednesday,9,S | General | UK,EUR,0.00,5,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,11,PMax | Rem | US | EN,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,21,PMax | Rem | US | EN,EUR,0.00,21,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,7,PMax | Rem | US | EN,EUR,0.00,15,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,13,PMax | Rem | US | EN,EUR,0.00,12,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,16,ADa_Panty_NL,EUR,0.00,30,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,1,ADa_Panty_NL,EUR,0.00,22,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,2,ADa_Panty_NL,EUR,0.00,17,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,2,S | General | NL,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,23,S | General | NL,EUR,0.00,25,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,12,PMax | Rem | AU-NZ | EN,EUR,0.23,34,0,0.00%,0,0.01,0.00%,0.00,0.00
Thursday,16,PMax | Rem | AU-NZ | EN,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,0,PMax | Rem | AU-NZ | EN,EUR,0.24,23,0,0.00%,0,0.01,0.00%,0.00,0.00
Monday,16,ADa_Brand_NL,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,11,S | Brand | NL,EUR,36.75,6,2,33.33%,0.11,0.22,0.00%,0.00,0.00
Friday,14,S | Brand | NL,EUR,57.50,8,2,25.00%,0.23,0.46,100.00%,2.00,0.23
Wednesday,22,S | Brand | NL,EUR,78.33,6,1,16.67%,0.47,0.47,0.00%,0.00,0.00
Sunday,22,S | Brand | NL,EUR,135.00,8,1,12.50%,1.08,1.08,0.00%,0.00,0.00
Saturday,6,PMax | Rem | DE,EUR,16.06,162,9,5.56%,0.29,2.60,0.00%,0.00,0.00
Tuesday,13,PMax | Rem | DE,EUR,14.87,319,13,4.08%,0.36,4.74,0.00%,0.00,0.00
Friday,1,PMax | Rem | UK,EUR,0.49,51,1,1.96%,0.02,0.02,0.00%,0.00,0.00
Thursday,10,PMax | Rem | UK,EUR,1.35,105,3,2.86%,0.05,0.14,0.00%,0.00,0.00
Friday,21,PMAX | shopping | EU | EN,EUR,2.81,212,3,1.42%,0.20,0.60,0.00%,0.00,0.00
Thursday,8,PMAX | shopping | EU | EN,EUR,13.50,266,6,2.26%,0.60,3.59,0.00%,0.00,0.00
Wednesday,1,PMAX | shopping | EU | EN,EUR,6.50,41,5,12.20%,0.05,0.27,0.00%,0.00,0.00
Monday,16,PMAX | shopping | EU | EN,EUR,2.51,216,2,0.93%,0.27,0.54,0.00%,0.00,0.00
Saturday,21,DGen | EN,EUR,0.36,"3,255",9,0.28%,0.13,1.17,0.00%,0.00,0.00
Thursday,8,DGen | EN,EUR,1.39,"2,209",10,0.45%,0.31,3.07,0.00%,0.00,0.00
Monday,15,DGen | EN,EUR,0.67,"7,538",26,0.34%,0.19,5.02,0.00%,0.00,0.00
Monday,16,S | General | NL,EUR,78.98,52,5,9.62%,0.82,4.11,10.00%,0.50,8.21
Friday,19,PMax | Rem | EU | EN,EUR,3.95,703,21,2.99%,0.13,2.77,0.00%,0.00,0.00
Thursday,20,PMax | Rem | EU | EN,EUR,16.60,555,28,5.05%,0.33,9.22,0.00%,0.00,0.00
Tuesday,4,PMax | Rem | AU-NZ | EN,EUR,152.22,27,1,3.70%,4.11,4.11,0.00%,0.00,0.00
Friday,18,ADa_Panty_NL,EUR,7.21,436,40,9.17%,0.08,3.14,0.00%,0.00,0.00
Thursday,16,ADa_Panty_NL,EUR,41.79,323,22,6.81%,0.61,13.50,0.00%,0.00,0.00
Wednesday,12,ADa_Panty_NL,EUR,14.04,219,19,8.68%,0.16,3.08,0.00%,0.00,0.00
Monday,16,Sh | General | NL,EUR,28.53,313,8,2.56%,1.12,8.93,0.00%,0.00,0.00
Saturday,4,PMax | Rem | NL | New,EUR,18.07,90,6,6.67%,0.27,1.63,0.00%,0.00,0.00
Friday,3,PMax | Rem | NL | New,EUR,8.85,51,5,9.80%,0.09,0.45,0.00%,0.00,0.00
Friday,5,PMax | Rem | NL | New,EUR,29.49,178,18,10.11%,0.29,5.25,0.00%,0.00,0.00
Thursday,11,PMax | Rem | NL | New,EUR,16.04,798,36,4.51%,0.36,12.80,0.00%,0.00,0.00
Tuesday,19,PMax | Rem | NL | New,EUR,4.93,723,29,4.01%,0.12,3.56,0.00%,0.00,0.00
Monday,12,PMax | Rem | NL | New,EUR,20.43,792,38,4.80%,0.43,16.18,3.95%,1.50,10.79
Thursday,9,S | General | EU | EN,EUR,50.99,82,5,6.10%,0.84,4.18,0.00%,0.00,0.00
Sunday,22,S | General | EU | EN,EUR,36.83,79,3,3.80%,0.97,2.91,0.00%,0.00,0.00
Saturday,0,PMax | Rem | CA | EN,EUR,14.10,22,5,22.73%,0.06,0.31,0.00%,0.00,0.00
Wednesday,18,PMax | Rem | CA | EN,EUR,4.98,11,2,18.18%,0.03,0.05,0.00%,0.00,0.00
Monday,23,ADa_Pants_NL,EUR,16.17,71,3,4.23%,0.38,1.15,0.00%,0.00,0.00
Friday,6,PMax | Rem | UK,EUR,0.46,20,0,0.00%,0,0.01,0.00%,0.00,0.00
Sunday,2,PMax | Rem | UK,EUR,0.73,10,0,0.00%,0,0.01,0.00%,0.00,0.00
Sunday,1,PMAX | shopping | EU | EN,EUR,0.00,107,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,3,PMAX | shopping | EU | EN,EUR,0.00,82,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,4,PMax | Rem | AU-NZ | EN,EUR,0.00,10,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,4,PMax | Rem | AU-NZ | EN,EUR,0.25,17,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,22,ADa_Brand_NL,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,23,S | General | UK,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,10,S | General | UK,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,16,PMax | Rem | US | EN,EUR,0.00,14,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,2,Sh | General | NL,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,15,S | Brand | EU | DE,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,11,PMax | Rem | CA | EN,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,7,PMax | Rem | CA | EN,EUR,0.30,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,14,PMax | Rem | CA | EN,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,4,ADa_Pants_NL,EUR,0.00,8,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,1,ADa_Pants_NL,EUR,0.00,13,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,2,ADa_Pants_NL,EUR,0.00,16,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,18,S | Brand | NL,EUR,2.10,8,2,25.00%,0.01,0.02,0.00%,0.00,0.00
Monday,20,S | Brand | NL,EUR,111.54,13,3,23.08%,0.48,1.45,0.00%,0.00,0.00
Sunday,9,S | Brand | NL,EUR,3.57,14,5,35.71%,0.01,0.05,4.92%,0.25,0.20
Friday,1,PMax | Rem | DE,EUR,17.78,51,3,5.88%,0.30,0.91,0.00%,0.00,0.00
Friday,4,PMax | Rem | DE,EUR,23.30,71,8,11.27%,0.21,1.65,0.00%,0.00,0.00
Friday,5,PMax | Rem | DE,EUR,21.94,180,17,9.44%,0.23,3.95,0.00%,0.00,0.00
Friday,23,PMax | Rem | DE,EUR,15.08,245,10,4.08%,0.37,3.69,0.00%,0.00,0.00
Wednesday,10,PMax | Rem | DE,EUR,4.55,357,4,1.12%,0.41,1.63,0.00%,0.00,0.00
Monday,15,PMax | Rem | DE,EUR,6.01,359,12,3.34%,0.18,2.16,0.00%,0.00,0.00
Sunday,16,PMax | Rem | DE,EUR,10.41,987,44,4.46%,0.23,10.27,0.00%,0.00,0.00
Thursday,0,PMax | Rem | UK,EUR,41.56,108,9,8.33%,0.50,4.49,0.00%,0.00,0.00
Thursday,14,PMax | Rem | UK,EUR,80.84,103,6,5.83%,1.39,8.33,0.00%,0.00,0.00
Saturday,0,PMAX | shopping | EU | EN,EUR,74.61,84,5,5.95%,1.25,6.27,0.00%,0.00,0.00
Wednesday,21,PMAX | shopping | EU | EN,EUR,1.32,223,3,1.35%,0.10,0.29,0.00%,0.00,0.00
Wednesday,22,PMAX | shopping | EU | EN,EUR,10.83,264,3,1.14%,0.95,2.86,0.00%,0.00,0.00
Monday,4,PMAX | shopping | EU | EN,EUR,0.14,28,1,3.57%,0.00,0.00,0.00%,0.00,0.00
Sunday,20,PMAX | shopping | EU | EN,EUR,3.64,227,5,2.20%,0.17,0.83,0.00%,0.00,0.00
Thursday,13,DGen | EN,EUR,0.34,"3,126",3,0.10%,0.35,1.05,0.00%,0.00,0.00
Thursday,16,DGen | EN,EUR,0.35,"4,221",6,0.14%,0.24,1.47,0.00%,0.00,0.00
Saturday,14,S | General | NL,EUR,241.99,202,13,6.44%,3.76,48.88,0.00%,0.00,0.00
Friday,6,S | General | NL,EUR,660.12,21,4,19.05%,3.47,13.86,0.00%,0.00,0.00
Thursday,12,S | General | NL,EUR,95.68,90,7,7.78%,1.23,8.61,14.29%,1.00,8.61
Monday,15,S | General | NL,EUR,37.66,64,3,4.69%,0.80,2.41,0.00%,0.00,0.00
Sunday,15,S | General | NL,EUR,11.10,91,1,1.10%,1.01,1.01,0.00%,0.00,0.00
Monday,14,S | Brand | EU | EN,EUR,190.00,2,1,50.00%,0.38,0.38,0.00%,0.00,0.00
Saturday,23,PMax | Rem | EU | EN,EUR,0.45,"1,083",18,1.66%,0.03,0.49,0.00%,0.00,0.00
Friday,10,PMax | Rem | EU | EN,EUR,10.87,447,22,4.92%,0.22,4.86,0.00%,0.00,0.00
Tuesday,4,PMax | Rem | EU | EN,EUR,16.34,133,12,9.02%,0.18,2.17,0.00%,0.00,0.00
Monday,18,PMax | Rem | EU | EN,EUR,3.91,"1,069",50,4.68%,0.08,4.18,0.00%,0.00,0.00
Sunday,4,PMax | Rem | EU | EN,EUR,1.16,546,6,1.10%,0.11,0.63,0.00%,0.00,0.00
Sunday,22,PMax | Rem | EU | EN,EUR,13.70,252,18,7.14%,0.19,3.45,0.00%,0.00,0.00
Saturday,22,ADa_Brand_NL,EUR,6.80,1,1,100.00%,0.01,0.01,0.00%,0.00,0.00
Friday,22,ADa_Brand_NL,EUR,10.00,1,1,100.00%,0.01,0.01,0.00%,0.00,0.00
Friday,15,ADa_Panty_NL,EUR,3.52,244,11,4.51%,0.08,0.86,0.00%,0.00,0.00
Wednesday,15,ADa_Panty_NL,EUR,33.67,342,26,7.60%,0.44,11.51,0.00%,0.00,0.00
Tuesday,22,ADa_Panty_NL,EUR,15.83,190,5,2.63%,0.60,3.01,20.00%,1.00,3.01
Wednesday,8,Sh | General | NL,EUR,51.72,29,1,3.45%,1.50,1.50,0.00%,0.00,0.00
Monday,10,S | Brand | EU | DE,EUR,5.00,2,1,50.00%,0.01,0.01,0.00%,0.00,0.00
Friday,12,PMax | Rem | NL | New,EUR,27.28,908,60,6.61%,0.41,24.77,1.67%,1.00,24.77
Thursday,10,PMax | Rem | NL | New,EUR,18.57,763,35,4.59%,0.40,14.17,2.86%,1.00,14.17
Wednesday,19,PMax | Rem | NL | New,EUR,31.74,737,27,3.66%,0.87,23.40,0.00%,0.00,0.00
Thursday,0,S | General | EU | EN,EUR,87.80,50,5,10.00%,0.88,4.39,0.00%,0.00,0.00
Sunday,9,S | General | EU | EN,EUR,76.43,142,10,7.04%,1.09,10.85,0.00%,0.00,0.00
Thursday,1,PMax | Rem | CA | EN,EUR,1.04,13,1,7.69%,0.01,0.01,0.00%,0.00,0.00
Tuesday,23,PMax | Rem | CA | EN,EUR,90.08,3,1,33.33%,0.27,0.27,0.00%,0.00,0.00
Friday,6,ADa_Pants_NL,EUR,2.59,42,1,2.38%,0.11,0.11,0.00%,0.00,0.00
Monday,11,ADa_Pants_NL,EUR,7.97,64,2,3.13%,0.25,0.51,0.00%,0.00,0.00
Sunday,0,ADa_Pants_NL,EUR,7.95,55,3,5.45%,0.15,0.44,0.00%,0.00,0.00
Friday,2,PMAX | shopping | EU | EN,EUR,0.00,17,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,18,S | Brand | EU | EN,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,10,PMax | Rem | AU-NZ | EN,EUR,0.00,26,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,19,PMax | Rem | AU-NZ | EN,EUR,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,5,PMax | Rem | US | EN,EUR,0.00,13,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,6,PMax | Rem | US | EN,EUR,0.00,8,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,9,PMax | Rem | US | EN,EUR,0.00,22,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,8,ADa_Panty_NL,EUR,0.00,54,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,12,ADa_Panty_NL,EUR,0.00,39,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,15,ADa_Panty_NL,EUR,0.00,53,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,9,Sh | General | NL,EUR,0.00,33,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,7,Sh | General | NL,EUR,0.00,19,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,16,S | Brand | EU | DE,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,5,S | General | EU | EN,EUR,0.00,23,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,2,PMax | Rem | CA | EN,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,13,PMax | Rem | CA | EN,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,20,PMax | Rem | CA | EN,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,19,PMax | Rem | CA | EN,EUR,0.00,16,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,6,ADa_Pants_NL,EUR,0.02,58,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,8,S | Brand | NL,EUR,240.00,4,3,75.00%,0.32,0.96,0.00%,0.00,0.00
Saturday,10,S | Brand | NL,EUR,126.67,6,1,16.67%,0.76,0.76,0.00%,0.00,0.00
Friday,19,S | Brand | NL,EUR,615.00,6,1,16.67%,3.69,3.69,0.00%,0.00,0.00
Saturday,1,PMax | Rem | DE,EUR,10.98,113,3,2.65%,0.41,1.24,0.00%,0.00,0.00
Friday,0,PMax | Rem | DE,EUR,5.95,120,2,1.67%,0.36,0.71,0.00%,0.00,0.00
Thursday,11,PMax | Rem | DE,EUR,27.08,293,15,5.12%,0.53,7.94,0.00%,0.00,0.00
Wednesday,6,PMax | Rem | DE,EUR,17.56,159,5,3.14%,0.56,2.79,0.00%,0.00,0.00
Wednesday,20,PMax | Rem | DE,EUR,2.00,528,5,0.95%,0.21,1.05,0.00%,0.00,0.00
Monday,21,PMax | Rem | DE,EUR,12.28,421,11,2.61%,0.47,5.17,0.00%,0.00,0.00
Thursday,21,PMax | Rem | UK,EUR,6.85,91,2,2.20%,0.31,0.62,0.00%,0.00,0.00
Wednesday,21,PMax | Rem | UK,EUR,8.82,195,11,5.64%,0.16,1.72,0.00%,0.00,0.00
Tuesday,23,PMax | Rem | UK,EUR,44.13,158,10,6.33%,0.70,6.97,0.00%,0.00,0.00
Thursday,20,PMAX | shopping | EU | EN,EUR,2.12,184,1,0.54%,0.39,0.39,0.00%,0.00,0.00
Tuesday,13,PMAX | shopping | EU | EN,EUR,4.76,"2,293",189,8.24%,0.06,10.91,0.00%,0.00,0.00
Friday,5,DGen | EN,EUR,0.96,512,7,1.37%,0.07,0.49,0.00%,0.00,0.00
Friday,20,DGen | EN,EUR,0.35,"3,729",10,0.27%,0.13,1.29,0.00%,0.00,0.00
Friday,22,DGen | EN,EUR,0.33,"2,800",7,0.25%,0.13,0.92,0.00%,0.00,0.00
Thursday,20,DGen | EN,EUR,0.37,"5,502",13,0.24%,0.16,2.04,0.00%,0.00,0.00
Tuesday,7,DGen | EN,EUR,0.88,"3,567",17,0.48%,0.18,3.14,0.00%,0.00,0.00
Tuesday,22,DGen | EN,EUR,0.37,"1,175",2,0.17%,0.21,0.43,0.00%,0.00,0.00
Monday,7,DGen | EN,EUR,0.80,849,6,0.71%,0.11,0.68,0.00%,0.00,0.00
Sunday,6,DGen | EN,EUR,1.55,919,2,0.22%,0.71,1.42,0.00%,0.00,0.00
Saturday,1,ADa_Panty_NL,EUR,1.90,56,1,1.79%,0.11,0.11,0.00%,0.00,0.00
Saturday,20,PMax | Rem | NL | New,EUR,11.42,925,56,6.05%,0.19,10.56,0.00%,0.00,0.00
Thursday,13,PMax | Rem | NL | New,EUR,9.91,769,31,4.03%,0.25,7.62,0.00%,0.00,0.00
Wednesday,7,PMax | Rem | NL | New,EUR,10.19,321,25,7.79%,0.13,3.27,0.00%,0.00,0.00
Wednesday,15,PMax | Rem | NL | New,EUR,9.20,536,21,3.92%,0.23,4.93,0.00%,0.00,0.00
Sunday,21,PMax | Rem | NL | New,EUR,18.39,"1,221",58,4.75%,0.39,22.46,1.72%,1.00,22.46
Friday,9,S | General | EU | EN,EUR,32.88,66,4,6.06%,0.54,2.17,0.00%,0.00,0.00
Friday,20,S | General | EU | EN,EUR,29.17,72,3,4.17%,0.70,2.10,0.00%,0.00,0.00
Tuesday,21,ADa_Pants_NL,EUR,12.31,519,15,2.89%,0.43,6.39,0.00%,0.00,0.00
Sunday,15,ADa_Pants_NL,EUR,7.46,135,9,6.67%,0.11,1.01,0.00%,0.00,0.00
Friday,19,S | General | NL,EUR,17.88,113,2,1.77%,1.01,2.02,0.00%,0.00,0.00
Wednesday,20,S | General | NL,EUR,39.10,78,2,2.56%,1.53,3.05,50.00%,1.00,3.05
Tuesday,10,S | General | NL,EUR,123.31,125,8,6.40%,1.93,15.41,0.00%,0.00,0.00
Monday,1,S | General | NL,EUR,51.09,46,1,2.17%,2.35,2.35,0.00%,0.00,0.00
Saturday,17,PMax | Rem | EU | EN,EUR,1.41,485,17,3.51%,0.04,0.68,0.00%,0.00,0.00
Saturday,21,PMax | Rem | EU | EN,EUR,13.90,422,29,6.87%,0.20,5.87,0.00%,0.00,0.00
Friday,5,PMax | Rem | EU | EN,EUR,4.74,161,23,14.29%,0.03,0.76,0.00%,0.00,0.00
Wednesday,15,PMax | Rem | EU | EN,EUR,4.94,502,11,2.19%,0.23,2.48,0.00%,0.00,0.00
Monday,5,PMax | Rem | EU | EN,EUR,0.35,127,6,4.72%,0.01,0.04,0.00%,0.00,0.00
Sunday,9,S | General | UK,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,13,S | General | UK,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,16,PMax | Rem | US | EN,EUR,0.00,6,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,14,PMax | Rem | CA | EN,EUR,0.00,6,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,15,PMax | Rem | CA | EN,EUR,0.16,18,0,0.00%,0,0.00,0.00%,0.00,0.00
