Quarter	Day of the week	Hour of the day	Campaign	Currency code	Avg. CPM	Impr.	Interactions	Interaction rate	Avg. cost	Cost	Conv. rate	Conversions	Cost / conv.
Current Quarter	Wednesday	6	ADa_Pants_NL	EUR	0.02	58	0	0	0	0	0	0	0
Current Quarter	Saturday	8	S | Brand | NL	EUR	240	4	3	0.75	0.32	0.96	0	0	0
Current Quarter	Saturday	10	S | Brand | NL	EUR	126.67	6	1	0.1667	0.76	0.76	0	0	0
Current Quarter	Friday	19	S | Brand | NL	EUR	615	6	1	0.1667	3.69	3.69	0	0	0
Current Quarter	Saturday	1	PMax | Rem | DE	EUR	10.98	113	3	0.0265	0.41	1.24	0	0	0
Current Quarter	Friday	0	PMax | Rem | DE	EUR	5.95	120	2	0.0167	0.36	0.71	0	0	0
Current Quarter	Thursday	11	PMax | Rem | DE	EUR	27.08	293	15	0.0512	0.53	7.94	0	0	0
Current Quarter	Wednesday	6	PMax | Rem | DE	EUR	17.56	159	5	0.0314	0.56	2.79	0	0	0
Current Quarter	Wednesday	20	PMax | Rem | DE	EUR	2	528	5	0.0095	0.21	1.05	0	0	0
Current Quarter	Monday	21	PMax | Rem | DE	EUR	12.28	421	11	0.0261	0.47	5.17	0	0	0
Current Quarter	Thursday	21	PMax | Rem | UK	EUR	6.85	91	2	0.022	0.31	0.62	0	0	0
Current Quarter	Wednesday	21	PMax | Rem | UK	EUR	8.82	195	11	0.0564	0.16	1.72	0	0	0
Current Quarter	Tuesday	23	PMax | Rem | UK	EUR	44.13	158	10	0.0633	0.7	6.97	0	0	0
Current Quarter	Thursday	20	PMAX | shopping | EU | EN	EUR	2.12	184	1	0.0054	0.39	0.39	0	0	0
Current Quarter	Tuesday	13	PMAX | shopping | EU | EN	EUR	4.76	2293	189	0.0824	0.06	10.91	0	0	0
Current Quarter	Friday	5	DGen | EN	EUR	0.96	512	7	0.0137	0.07	0.49	0	0	0
Current Quarter	Friday	20	DGen | EN	EUR	0.35	3729	10	0.0027	0.13	1.29	0	0	0
Current Quarter	Friday	22	DGen | EN	EUR	0.33	2800	7	0.0025	0.13	0.92	0	0	0
Current Quarter	Thursday	20	DGen | EN	EUR	0.37	5502	13	0.0024	0.16	2.04	0	0	0
Current Quarter	Tuesday	7	DGen | EN	EUR	0.88	3567	17	0.0048	0.18	3.14	0	0	0
Current Quarter	Tuesday	22	DGen | EN	EUR	0.37	1175	2	0.0017	0.21	0.43	0	0	0
Current Quarter	Monday	7	DGen | EN	EUR	0.8	849	6	0.0071	0.11	0.68	0	0	0
Current Quarter	Sunday	6	DGen | EN	EUR	1.55	919	2	0.0022	0.71	1.42	0	0	0
Current Quarter	Saturday	1	ADa_Panty_NL	EUR	1.9	56	1	0.0179	0.11	0.11	0	0	0
Current Quarter	Saturday	20	PMax | Rem | NL | New	EUR	11.42	925	56	0.0605	0.19	10.56	0	0	0
Current Quarter	Thursday	13	PMax | Rem | NL | New	EUR	9.91	769	31	0.0403	0.25	7.62	0	0	0
Current Quarter	Wednesday	7	PMax | Rem | NL | New	EUR	10.19	321	25	0.0779	0.13	3.27	0	0	0
Current Quarter	Wednesday	15	PMax | Rem | NL | New	EUR	9.2	536	21	0.0392	0.23	4.93	0	0	0
Current Quarter	Sunday	21	PMax | Rem | NL | New	EUR	18.39	1221	58	0.0475	0.39	22.46	0.0172	1	22.46
Current Quarter	Friday	9	S | General | EU | EN	EUR	32.88	66	4	0.06059999999999999	0.54	2.17	0	0	0
Current Quarter	Friday	20	S | General | EU | EN	EUR	29.17	72	3	0.0417	0.7	2.1	0	0	0
Current Quarter	Tuesday	21	ADa_Pants_NL	EUR	12.31	519	15	0.0289	0.43	6.39	0	0	0
Current Quarter	Sunday	15	ADa_Pants_NL	EUR	7.46	135	9	0.0667	0.11	1.01	0	0	0
Current Quarter	Friday	19	S | General | NL	EUR	17.88	113	2	0.0177	1.01	2.02	0	0	0
Current Quarter	Wednesday	20	S | General | NL	EUR	39.1	78	2	0.0256	1.53	3.05	0.5	1	3.05
Current Quarter	Tuesday	10	S | General | NL	EUR	123.31	125	8	0.064	1.93	15.41	0	0	0
Current Quarter	Monday	1	S | General | NL	EUR	51.09	46	1	0.0217	2.35	2.35	0	0	0
Current Quarter	Saturday	17	PMax | Rem | EU | EN	EUR	1.41	485	17	0.0351	0.04	0.68	0	0	0
Current Quarter	Saturday	21	PMax | Rem | EU | EN	EUR	13.9	422	29	0.0687	0.2	5.87	0	0	0
Current Quarter	Friday	5	PMax | Rem | EU | EN	EUR	4.74	161	23	0.1429	0.03	0.76	0	0	0
Current Quarter	Wednesday	15	PMax | Rem | EU | EN	EUR	4.94	502	11	0.0219	0.23	2.48	0	0	0
Current Quarter	Monday	5	PMax | Rem | EU | EN	EUR	0.35	127	6	0.0472	0.01	0.04	0	0	0
Current Quarter	Sunday	9	S | General | UK	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Sunday	13	S | General | UK	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Thursday	16	PMax | Rem | US | EN	EUR	0	6	0	0	0	0	0	0	0
Current Quarter	Wednesday	14	PMax | Rem | CA | EN	EUR	0	6	0	0	0	0	0	0	0
Current Quarter	Sunday	15	PMax | Rem | CA | EN	EUR	0.16	18	0	0	0	0	0	0	0
Current Quarter	Thursday	5	S | General | NL	EUR	0	16	0	0	0	0	0	0	0
Current Quarter	Tuesday	4	S | General | NL	EUR	0	11	0	0	0	0	0	0	0
Current Quarter	Saturday	4	PMax | Rem | AU-NZ | EN	EUR	0	7	0	0	0	0	0	0	0
Current Quarter	Friday	1	PMax | Rem | AU-NZ | EN	EUR	0	8	0	0	0	0	0	0	0
Current Quarter	Friday	14	PMax | Rem | AU-NZ | EN	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Saturday	16	S | Brand | NL	EUR	4.28	7	3	0.4286	0.01	0.03	0	0	0
Current Quarter	Friday	17	S | Brand | NL	EUR	166.36	11	4	0.3636	0.46	1.83	0	0	0
Current Quarter	Wednesday	19	S | Brand | NL	EUR	107.54	9	3	0.3333	0.32	0.97	0.3333	1	0.97
Current Quarter	Tuesday	14	S | Brand | NL	EUR	2.5	12	3	0.25	0.01	0.03	0	0	0
Current Quarter	Friday	16	PMax | Rem | UK	EUR	0.79	233	4	0.0172	0.05	0.18	0	0	0
Current Quarter	Friday	17	PMax | Rem | UK	EUR	10.71	96	3	0.0313	0.34	1.03	0	0	0
Current Quarter	Wednesday	7	PMax | Rem | UK	EUR	0.95	41	1	0.0244	0.04	0.04	0	0	0
Current Quarter	Tuesday	19	PMax | Rem | UK	EUR	24.48	81	7	0.0864	0.28	1.98	0	0	0
Current Quarter	Monday	0	PMax | Rem | UK	EUR	12.41	79	1	0.0127	0.98	0.98	0	0	0
Current Quarter	Wednesday	8	PMAX | shopping | EU | EN	EUR	2.88	209	22	0.1053	0.03	0.6	0	0	0
Current Quarter	Tuesday	1	DGen | EN	EUR	0.61	1175	7	0.006	0.1	0.72	0	0	0
Current Quarter	Tuesday	12	DGen | EN	EUR	0.39	3075	4	0.0013	0.3	1.2	0	0	0
Current Quarter	Monday	9	DGen | EN	EUR	1.43	524	8	0.0153	0.09	0.75	0	0	0
Current Quarter	Sunday	23	DGen | EN	EUR	0.33	2878	9	0.0031	0.1	0.94	0	0	0
Current Quarter	Friday	10	S | General | NL	EUR	75.18	66	5	0.0758	0.99	4.96	0	0	0
Current Quarter	Friday	23	S | General | NL	EUR	26.12	98	2	0.0204	1.28	2.56	0	0	0
Current Quarter	Thursday	20	S | General | NL	EUR	143.08	111	9	0.08109999999999999	1.76	15.88	0	0	0
Current Quarter	Tuesday	5	S | General | NL	EUR	90	24	1	0.0417	2.16	2.16	0	0	0
Current Quarter	Monday	6	S | General | NL	EUR	23.13	99	1	0.0101	2.29	2.29	0	0	0
Current Quarter	Monday	12	S | General | NL	EUR	32.71	59	2	0.0339	0.97	1.93	0	0	0
Current Quarter	Friday	15	PMax | Rem | EU | EN	EUR	13.24	620	31	0.05	0.26	8.21	0	0	0
Current Quarter	Thursday	7	PMax | Rem | EU | EN	EUR	12	333	25	0.0751	0.16	4	0	0	0
Current Quarter	Wednesday	8	PMax | Rem | EU | EN	EUR	18.93	493	26	0.0527	0.36	9.33	0	0	0
Current Quarter	Tuesday	11	PMax | Rem | EU | EN	EUR	2.66	721	18	0.025	0.11	1.92	0	0	0
Current Quarter	Monday	2	PMax | Rem | EU | EN	EUR	21.85	70	3	0.0429	0.51	1.53	0	0	0
Current Quarter	Sunday	8	PMax | Rem | EU | EN	EUR	7.6	558	33	0.0591	0.13	4.24	0	0	0
Current Quarter	Tuesday	8	PMax | Rem | AU-NZ | EN	EUR	52.56	29	1	0.0345	1.52	1.52	0	0	0
Current Quarter	Sunday	10	PMax | Rem | AU-NZ | EN	EUR	1.53	40	3	0.075	0.02	0.06	0	0	0
Current Quarter	Tuesday	13	ADa_Brand_NL	EUR	5	2	1	0.5	0.01	0.01	0	0	0
Current Quarter	Monday	1	S | General | UK	EUR	750	1	1	1	0.75	0.75	0	0	0
Current Quarter	Wednesday	3	PMax | Rem | US | EN	EUR	11.47	97	1	0.0103	1.11	1.11	0	0	0
Current Quarter	Thursday	5	ADa_Panty_NL	EUR	12.54	126	17	0.1349	0.09	1.58	0	0	0
Current Quarter	Thursday	17	ADa_Panty_NL	EUR	7.03	384	26	0.0677	0.1	2.7	0	0	0
Current Quarter	Wednesday	1	ADa_Panty_NL	EUR	0.7	91	1	0.011	0.06	0.06	0	0	0
Current Quarter	Wednesday	10	Sh | General | NL	EUR	61.67	24	1	0.0417	1.48	1.48	0	0	0
Current Quarter	Wednesday	9	S | Brand | EU | DE	EUR	5	2	1	0.5	0.01	0.01	1	1	0.01
Current Quarter	Tuesday	11	S | Brand | EU | DE	EUR	12.5	4	1	0.25	0.05	0.05	0	0	0
Current Quarter	Saturday	15	PMax | Rem | NL | New	EUR	24.43	1046	62	0.0593	0.41	25.55	0	0	0
Current Quarter	Friday	15	PMax | Rem | NL | New	EUR	9.63	825	41	0.04969999999999999	0.19	7.94	0	0	0
Current Quarter	Friday	20	PMax | Rem | NL | New	EUR	9.24	877	50	0.057	0.16	8.1	0	0	0
Current Quarter	Thursday	2	PMax | Rem | NL | New	EUR	12.66	104	9	0.08650000000000001	0.15	1.32	0	0	0
Current Quarter	Sunday	2	PMax | Rem | NL | New	EUR	3.37	200	11	0.055	0.06	0.67	0	0	0
Current Quarter	Saturday	8	S | General | EU | EN	EUR	128.66	138	10	0.0725	1.78	17.75	0	0	0
Current Quarter	Saturday	22	S | General | EU | EN	EUR	57.84	74	6	0.08109999999999999	0.71	4.28	0	0	0
Current Quarter	Thursday	2	S | General | EU | EN	EUR	72.41	24	3	0.125	0.58	1.74	0	0	0
Current Quarter	Tuesday	19	S | General | EU | EN	EUR	46.41	126	9	0.07139999999999999	0.65	5.85	0	0	0
Current Quarter	Sunday	13	S | General | EU | EN	EUR	31.87	114	7	0.0614	0.52	3.63	0	0	0
Current Quarter	Saturday	4	PMax | Rem | CA | EN	EUR	1.35	47	3	0.0638	0.02	0.06	0	0	0
Current Quarter	Saturday	23	PMax | Rem | CA | EN	EUR	0.06	18	1	0.0556	0	0	0	0	0
Current Quarter	Wednesday	1	PMax | Rem | CA | EN	EUR	40	4	1	0.25	0.16	0.16	0	0	0
Current Quarter	Monday	13	PMax | Rem | CA | EN	EUR	1.5	8	1	0.125	0.01	0.01	0	0	0
Current Quarter	Saturday	8	ADa_Pants_NL	EUR	10.13	208	16	0.07690000000000001	0.13	2.11	0	0	0
Current Quarter	Monday	0	ADa_Pants_NL	EUR	8.53	53	6	0.1132	0.08	0.45	0	0	0
Current Quarter	Monday	16	ADa_Pants_NL	EUR	4.93	123	6	0.0488	0.1	0.61	0	0	0
Current Quarter	Wednesday	12	S | Brand | NL	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Tuesday	23	PMAX | shopping | EU | EN	EUR	0	59	0	0	0	0	0	0	0
Current Quarter	Thursday	4	S | General | NL	EUR	0	8	0	0	0	0	0	0	0
Current Quarter	Wednesday	10	PMax | Rem | AU-NZ | EN	EUR	0	11	0	0	0	0	0	0	0
Current Quarter	Thursday	5	S | General | UK	EUR	0	5	0	0	0	0	0	0	0
Current Quarter	Thursday	18	S | General | UK	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Tuesday	14	S | General | UK	EUR	0	4	0	0	0	0	0	0	0
Current Quarter	Saturday	17	PMax | Rem | US | EN	EUR	0	38	0	0	0	0	0	0	0
Current Quarter	Friday	10	PMax | Rem | US | EN	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Thursday	8	PMax | Rem | US | EN	EUR	0	11	0	0	0	0	0	0	0
Current Quarter	Wednesday	0	PMax | Rem | US | EN	EUR	0	95	0	0	0	0	0	0	0
Current Quarter	Sunday	14	PMax | Rem | US | EN	EUR	0	31	0	0	0	0	0	0	0
Current Quarter	Saturday	19	ADa_Panty_NL	EUR	0	33	0	0	0	0	0	0	0
Current Quarter	Tuesday	9	Sh | General | NL	EUR	0	22	0	0	0	0	0	0	0
Current Quarter	Friday	12	PMax | Rem | CA | EN	EUR	2.57	1	0	0	0	0	0	0	0
Current Quarter	Wednesday	10	PMax | Rem | CA | EN	EUR	0	4	0	0	0	0	0	0	0
Current Quarter	Saturday	0	S | Brand | NL	EUR	5	2	1	0.5	0.01	0.01	0	0	0
Current Quarter	Friday	9	S | Brand | NL	EUR	38.13	16	6	0.375	0.1	0.61	0.1667	1	0.61
Current Quarter	Wednesday	11	S | Brand | NL	EUR	228.31	13	4	0.3077	0.74	2.97	0	0	0
Current Quarter	Tuesday	0	S | Brand | NL	EUR	1.67	6	1	0.1667	0.01	0.01	0.5	0.5	0.02
Current Quarter	Monday	9	S | Brand | NL	EUR	5	4	2	0.5	0.01	0.02	0.5	1	0.02
Current Quarter	Thursday	22	PMax | Rem | DE	EUR	27	257	9	0.035	0.77	6.94	0	0	0
Current Quarter	Friday	15	PMAX | shopping | EU | EN	EUR	8.35	133	1	0.0075	1.11	1.11	0	0	0
Current Quarter	Wednesday	23	PMAX | shopping | EU | EN	EUR	21.86	154	2	0.013	1.68	3.37	0	0	0
Current Quarter	Friday	13	DGen | EN	EUR	0.38	2854	6	0.0021	0.18	1.07	0	0	0
Current Quarter	Tuesday	2	DGen | EN	EUR	0.68	190	2	0.0105	0.06	0.13	0	0	0
Current Quarter	Monday	23	DGen | EN	EUR	0.73	2457	11	0.004500000000000001	0.16	1.8	0	0	0
Current Quarter	Sunday	11	DGen | EN	EUR	0.43	2686	18	0.0067	0.06	1.16	0	0	0
Current Quarter	Saturday	3	S | General | NL	EUR	286.25	8	1	0.125	2.29	2.29	0	0	0
Current Quarter	Saturday	8	S | General | NL	EUR	99.1	122	6	0.0492	2.02	12.09	0	0	0
Current Quarter	Wednesday	12	S | General | NL	EUR	231.36	88	8	0.0909	2.54	20.36	0	0	0
Current Quarter	Monday	15	S | Brand | EU | EN	EUR	75	2	1	0.5	0.15	0.15	0	0	0
Current Quarter	Saturday	0	PMax | Rem | EU | EN	EUR	16.71	202	29	0.1436	0.12	3.38	0	0	0
Current Quarter	Thursday	21	PMax | Rem | EU | EN	EUR	7.65	473	31	0.0655	0.12	3.62	0	0	0
Current Quarter	Monday	19	PMax | Rem | AU-NZ | EN	EUR	310.81	6	2	0.3333	0.93	1.86	0	0	0
Current Quarter	Tuesday	16	PMax | Rem | US | EN	EUR	21.04	62	1	0.0161	1.3	1.3	0	0	0
Current Quarter	Thursday	3	ADa_Panty_NL	EUR	16.01	90	15	0.1667	0.1	1.44	0	0	0
Current Quarter	Thursday	10	ADa_Panty_NL	EUR	12.03	609	39	0.064	0.19	7.32	0	0	0
Current Quarter	Wednesday	23	ADa_Panty_NL	EUR	10.94	583	34	0.0583	0.19	6.38	0.0294	1	6.38
Current Quarter	Tuesday	15	ADa_Panty_NL	EUR	2.9	113	3	0.0265	0.11	0.33	0	0	0
Current Quarter	Monday	20	ADa_Panty_NL	EUR	52.91	79	3	0.038	1.39	4.18	0	0	0
Current Quarter	Wednesday	0	PMax | Rem | NL | New	EUR	28.28	215	8	0.0372	0.76	6.08	0.125	1	6.08
Current Quarter	Tuesday	21	PMax | Rem | NL | New	EUR	13.17	962	49	0.0509	0.26	12.67	0	0	0
Current Quarter	Monday	3	PMax | Rem | NL | New	EUR	0.09	50	1	0.02	0	0	0	0	0
Current Quarter	Friday	1	S | General | EU | EN	EUR	69.41	20	2	0.1	0.69	1.39	0	0	0
Current Quarter	Friday	13	S | General | EU | EN	EUR	66.77	208	11	0.0529	1.26	13.89	0	0	0
Current Quarter	Tuesday	2	PMax | Rem | CA | EN	EUR	1.76	145	4	0.0276	0.06	0.26	0	0	0
Current Quarter	Thursday	19	ADa_Pants_NL	EUR	76.47	51	3	0.0588	1.3	3.9	0	0	0
Current Quarter	Monday	5	ADa_Pants_NL	EUR	22.75	26	1	0.0385	0.59	0.59	0	0	0
Current Quarter	Monday	5	S | Brand | NL	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Friday	11	PMAX | shopping | EU | EN	EUR	0	86	0	0	0	0	0	0	0
Current Quarter	Thursday	4	PMAX | shopping | EU | EN	EUR	0	49	0	0	0	0	0	0	0
Current Quarter	Sunday	4	PMAX | shopping | EU | EN	EUR	0	56	0	0	0	0	0	0	0
Current Quarter	Thursday	4	S | General | UK	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Tuesday	2	S | General | UK	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Saturday	16	PMax | Rem | US | EN	EUR	0	32	0	0	0	0	0	0	0
Current Quarter	Sunday	15	PMax | Rem | US | EN	EUR	0	31	0	0	0	0	0	0	0
Current Quarter	Thursday	2	Sh | General | NL	EUR	0	5	0	0	0	0	0	0	0
Current Quarter	Wednesday	3	Sh | General | NL	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Friday	1	PMax | Rem | CA | EN	EUR	0.43	12	0	0	0	0.01	0	0	0
Current Quarter	Friday	4	ADa_Pants_NL	EUR	0	6	0	0	0	0	0	0	0
Current Quarter	Sunday	7	S | Brand | NL	EUR	35	6	1	0.1667	0.21	0.21	0	0	0
Current Quarter	Sunday	14	S | Brand | NL	EUR	161.25	8	4	0.5	0.32	1.29	0	0	0
Current Quarter	Thursday	18	PMax | Rem | DE	EUR	11.09	239	10	0.0418	0.27	2.65	0	0	0
Current Quarter	Wednesday	2	PMax | Rem | DE	EUR	10.59	39	1	0.0256	0.41	0.41	0	0	0
Current Quarter	Wednesday	19	PMax | Rem | DE	EUR	18.14	530	20	0.0377	0.48	9.61	0	0	0
Current Quarter	Tuesday	20	PMax | Rem | DE	EUR	13.89	409	18	0.044	0.32	5.68	0.0325	0.58	9.72
Current Quarter	Friday	2	PMax | Rem | UK	EUR	37.19	31	4	0.129	0.29	1.15	0	0	0
Current Quarter	Friday	3	PMax | Rem | UK	EUR	2.19	22	3	0.1364	0.02	0.05	0	0	0
Current Quarter	Saturday	21	PMAX | shopping | EU | EN	EUR	20.55	202	9	0.0446	0.46	4.15	0	0	0
Current Quarter	Monday	18	PMAX | shopping | EU | EN	EUR	38.28	156	3	0.0192	1.99	5.97	0.3333	1	5.97
Current Quarter	Sunday	0	PMAX | shopping | EU | EN	EUR	15.32	136	3	0.0221	0.69	2.08	0	0	0
Current Quarter	Saturday	9	DGen | EN	EUR	0.46	2544	7	0.0028	0.17	1.17	0	0	0
Current Quarter	Saturday	11	DGen | EN	EUR	0.42	2911	9	0.0031	0.14	1.22	0	0	0
Current Quarter	Thursday	5	DGen | EN	EUR	3.67	1297	10	0.0077	0.48	4.76	0	0	0
Current Quarter	Wednesday	5	DGen | EN	EUR	0.49	786	4	0.0051	0.1	0.38	0	0	0
Current Quarter	Tuesday	14	DGen | EN	EUR	0.66	5669	21	0.0037	0.18	3.76	0	0	0
Current Quarter	Sunday	5	DGen | EN	EUR	9.7	1477	11	0.0074	1.3	14.33	0	0	0
Current Quarter	Sunday	20	DGen | EN	EUR	0.38	3078	10	0.0032	0.12	1.16	0	0	0
Current Quarter	Wednesday	10	S | General | NL	EUR	77.14	67	2	0.0299	2.58	5.17	0	0	0
Current Quarter	Wednesday	11	S | General | NL	EUR	140.28	72	6	0.0833	1.68	10.1	0	0	0
Current Quarter	Wednesday	19	S | General | NL	EUR	22.66	64	1	0.0156	1.45	1.45	0	0	0
Current Quarter	Monday	14	S | General | NL	EUR	27	59	3	0.0508	0.53	1.59	0	0	0
Current Quarter	Friday	8	S | Brand | EU | EN	EUR	645	2	1	0.5	1.29	1.29	0	0	0
Current Quarter	Saturday	20	PMax | Rem | EU | EN	EUR	8.71	519	38	0.0732	0.12	4.52	0	0	0
Current Quarter	Wednesday	4	PMax | Rem | EU | EN	EUR	11.91	159	7	0.044	0.27	1.89	0	0	0
Current Quarter	Tuesday	12	PMax | Rem | EU | EN	EUR	10.58	668	32	0.0479	0.22	7.07	0	0	0
Current Quarter	Sunday	9	PMax | Rem | AU-NZ | EN	EUR	41.33	50	3	0.06	0.69	2.07	0	0	0
Current Quarter	Friday	15	S | General | UK	EUR	148.89	9	1	0.1111	1.34	1.34	0	0	0
Current Quarter	Wednesday	15	S | General | UK	EUR	337.5	16	2	0.125	2.7	5.4	0	0	0
Current Quarter	Saturday	10	ADa_Panty_NL	EUR	18.67	30	1	0.0333	0.56	0.56	0	0	0
Current Quarter	Friday	22	ADa_Panty_NL	EUR	75	67	7	0.1045	0.72	5.02	0	0	0
Current Quarter	Wednesday	15	Sh | General | NL	EUR	155.71	7	1	0.1429	1.09	1.09	0	0	0
Current Quarter	Friday	18	S | Brand | EU | DE	EUR	185	2	1	0.5	0.37	0.37	1	1	0.37
Current Quarter	Wednesday	17	S | Brand | EU | DE	EUR	8.33	6	3	0.5	0.02	0.05	0.3333	1	0.05
Current Quarter	Saturday	21	PMax | Rem | NL | New	EUR	21.28	922	44	0.04769999999999999	0.45	19.62	0.0455	2	9.81
Current Quarter	Sunday	3	PMax | Rem | NL | New	EUR	5.25	63	8	0.127	0.04	0.33	0	0	0
Current Quarter	Thursday	19	S | General | EU | EN	EUR	12.65	68	1	0.0147	0.86	0.86	0	0	0
Current Quarter	Sunday	3	S | General | EU | EN	EUR	154.08	17	2	0.1176	1.31	2.62	0	0	0
Current Quarter	Sunday	8	S | General | EU | EN	EUR	45.14	112	6	0.0536	0.84	5.06	0	0	0
Current Quarter	Tuesday	9	ADa_Pants_NL	EUR	2.86	44	4	0.0909	0.03	0.13	0	0	0
Current Quarter	Saturday	3	S | Brand | NL	EUR	0	4	0	0	0	0	0	0	0
Current Quarter	Wednesday	16	PMAX | shopping | EU | EN	EUR	0	105	0	0	0	0	0	0	0
Current Quarter	Tuesday	5	PMAX | shopping | EU | EN	EUR	0	28	0	0	0	0	0	0	0
Current Quarter	Tuesday	18	PMax | Rem | AU-NZ | EN	EUR	0	3	0	0	0	0	0	0	0
Current Quarter	Sunday	7	ADa_Brand_NL	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Friday	21	S | General | UK	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Monday	15	S | General | UK	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Friday	4	PMax | Rem | US | EN	EUR	0	7	0	0	0	0	0	0	0
Current Quarter	Tuesday	8	PMax | Rem | US | EN	EUR	0	13	0	0	0	0	0	0	0
Current Quarter	Monday	0	PMax | Rem | US | EN	EUR	0	46	0	0	0	0	0	0	0
Current Quarter	Monday	7	PMax | Rem | US | EN	EUR	0	7	0	0	0	0	0	0	0
Current Quarter	Monday	4	ADa_Panty_NL	EUR	0	10	0	0	0	0	0	0	0
Current Quarter	Sunday	20	ADa_Panty_NL	EUR	0	114	0	0	0	0	0	0	0
Current Quarter	Saturday	3	Sh | General | NL	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Saturday	7	S | General | EU | EN	EUR	0	92	0	0	0	0	0	0	0
Current Quarter	Tuesday	6	S | General | EU | EN	EUR	0	46	0	0	0	0	0	0	0
Current Quarter	Tuesday	6	PMax | Rem | CA | EN	EUR	1	9	0	0	0	0.01	0	0	0
Current Quarter	Thursday	18	S | Brand | NL	EUR	91.04	10	5	0.5	0.18	0.91	0	0	0
Current Quarter	Wednesday	4	PMax | Rem | DE	EUR	1.07	49	1	0.0204	0.05	0.05	0	0	0
Current Quarter	Tuesday	17	PMax | Rem | UK	EUR	8.36	90	4	0.0444	0.19	0.75	0	0	0
Current Quarter	Sunday	12	PMax | Rem | UK	EUR	13.79	113	5	0.0442	0.31	1.56	0	0	0
Current Quarter	Friday	8	PMAX | shopping | EU | EN	EUR	15.58	172	1	0.0058	2.68	2.68	0	0	0
Current Quarter	Tuesday	8	PMAX | shopping | EU | EN	EUR	0.62	74	1	0.0135	0.05	0.05	0	0	0
Current Quarter	Monday	0	PMAX | shopping | EU | EN	EUR	4.15	141	4	0.0284	0.15	0.59	0	0	0
Current Quarter	Monday	17	DGen | EN	EUR	0.5	6040	13	0.0022	0.23	3	0	0	0
Current Quarter	Saturday	11	PMax | Rem | NL | New	EUR	14.3	896	43	0.048	0.3	12.81	0.09300000000000001	4	3.2
Current Quarter	Thursday	0	PMax | Rem | NL | New	EUR	12.01	288	31	0.1076	0.11	3.46	0	0	0
Current Quarter	Sunday	16	PMax | Rem | NL | New	EUR	30.53	1084	45	0.0415	0.74	33.09	0	0	0
Current Quarter	Monday	22	S | General | EU | EN	EUR	75.63	65	8	0.1231	0.61	4.92	0	0	0
Current Quarter	Saturday	15	PMax | Rem | CA | EN	EUR	0.41	15	1	0.0667	0.01	0.01	0	0	0
Current Quarter	Thursday	12	PMax | Rem | CA | EN	EUR	0.94	3	1	0.3333	0	0	0	0	0
Current Quarter	Thursday	16	PMax | Rem | CA | EN	EUR	175.16	9	1	0.1111	1.58	1.58	0	0	0
Current Quarter	Saturday	0	S | General | NL	EUR	33.96	53	2	0.0377	0.9	1.8	0	0	0
Current Quarter	Thursday	14	S | General | NL	EUR	48.49	92	3	0.0326	1.49	4.46	0	0	0
Current Quarter	Thursday	15	S | General | NL	EUR	109.52	96	5	0.0521	2.1	10.51	0.2	1	10.51
Current Quarter	Tuesday	18	S | General | NL	EUR	250.32	31	7	0.2258	1.11	7.76	0	0	0
Current Quarter	Monday	17	S | General | NL	EUR	123.83	66	4	0.06059999999999999	2.04	8.17	0.25	1	8.17
Current Quarter	Sunday	19	S | General | NL	EUR	123.97	85	5	0.0588	2.11	10.54	0	0	0
Current Quarter	Saturday	9	PMax | Rem | EU | EN	EUR	6.59	478	38	0.0795	0.08	3.15	0	0	0
Current Quarter	Wednesday	9	PMax | Rem | EU | EN	EUR	1.15	562	30	0.0534	0.02	0.64	0	0	0
Current Quarter	Monday	14	PMax | Rem | EU | EN	EUR	1.19	875	47	0.0537	0.02	1.04	0	0	0
Current Quarter	Monday	20	PMax | Rem | EU | EN	EUR	12.35	864	23	0.0266	0.46	10.67	0.087	2	5.33
Current Quarter	Monday	23	PMax | Rem | EU | EN	EUR	3.26	619	23	0.0372	0.09	2.02	0	0	0
Current Quarter	Sunday	21	PMax | Rem | EU | EN	EUR	6.95	625	24	0.0384	0.18	4.34	0	0	0
Current Quarter	Sunday	8	PMax | Rem | AU-NZ | EN	EUR	77.02	32	2	0.0625	1.23	2.46	0	0	0
Current Quarter	Thursday	14	PMax | Rem | US | EN	EUR	54.57	35	2	0.0571	0.96	1.91	0	0	0
Current Quarter	Friday	8	Sh | General | NL	EUR	0	65	0	0	0	0	0	0	0
Current Quarter	Tuesday	1	Sh | General | NL	EUR	0	14	0	0	0	0	0	0	0
Current Quarter	Tuesday	3	S | General | EU | EN	EUR	0	15	0	0	0	0	0	0	0
