Quarter	Day of the week	Hour of the day	Campaign	Currency code	Avg. CPM	Impr.	Interactions	Interaction rate	Avg. cost	Cost	Conv. rate	Conversions	Cost / conv.
Current Quarter	Friday	23	PMax | Rem | EU | EN	EUR	8.74	547	63	0.1152	0.08	4.78	0	0	0
Current Quarter	Thursday	15	PMax | Rem | EU | EN	EUR	5.44	370	31	0.08380000000000001	0.06	2.01	0	0	0
Current Quarter	Wednesday	18	PMax | Rem | EU | EN	EUR	8.91	496	33	0.0665	0.13	4.42	0	0	0
Current Quarter	Monday	17	PMax | Rem | EU | EN	EUR	2.06	1052	33	0.0314	0.07	2.17	0	0	0
Current Quarter	Sunday	7	PMax | Rem | EU | EN	EUR	6.55	295	9	0.0305	0.21	1.93	0	0	0
Current Quarter	Sunday	9	PMax | Rem | EU | EN	EUR	9.2	758	44	0.058	0.16	6.98	0	0	0
Current Quarter	Sunday	15	PMax | Rem | EU | EN	EUR	5.2	453	23	0.0508	0.1	2.36	0	0	0
Current Quarter	Thursday	0	PMax | Rem | AU-NZ | EN	EUR	5.28	5	1	0.2	0.03	0.03	0	0	0
Current Quarter	Monday	21	ADa_Brand_NL	EUR	1.67	6	1	0.1667	0.01	0.01	0	0	0
Current Quarter	Saturday	6	S | Brand | NL	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Thursday	3	PMax | Rem | UK	EUR	0	36	0	0	0	0	0	0	0
Current Quarter	Saturday	2	PMAX | shopping | EU | EN	EUR	0	23	0	0	0	0	0	0	0
Current Quarter	Wednesday	15	PMAX | shopping | EU | EN	EUR	0	70	0	0	0	0	0	0	0
Current Quarter	Sunday	23	PMAX | shopping | EU | EN	EUR	0	30	0	0	0	0	0	0	0
Current Quarter	Saturday	22	S | General | UK	EUR	0	5	0	0	0	0	0	0	0
Current Quarter	Monday	2	S | General | UK	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Friday	6	PMax | Rem | US | EN	EUR	0	8	0	0	0	0	0	0	0
Current Quarter	Friday	17	PMax | Rem | US | EN	EUR	0	22	0	0	0	0	0	0	0
Current Quarter	Thursday	23	PMax | Rem | US | EN	EUR	0	8	0	0	0	0	0	0	0
Current Quarter	Wednesday	16	PMax | Rem | US | EN	EUR	0	33	0	0	0	0	0	0	0
Current Quarter	Monday	1	PMax | Rem | US | EN	EUR	0	43	0	0	0	0	0	0	0
Current Quarter	Monday	8	ADa_Panty_NL	EUR	0	36	0	0	0	0	0	0	0
Current Quarter	Sunday	0	ADa_Panty_NL	EUR	0	28	0	0	0	0	0	0	0
Current Quarter	Sunday	4	ADa_Panty_NL	EUR	0	4	0	0	0	0	0	0	0
Current Quarter	Thursday	8	Sh | General | NL	EUR	0	67	0	0	0	0	0	0	0
Current Quarter	Saturday	6	S | General | EU | EN	EUR	0	46	0	0	0	0	0	0	0
Current Quarter	Saturday	7	PMax | Rem | CA | EN	EUR	1.2	14	0	0	0	0.02	0	0	0
Current Quarter	Friday	5	PMax | Rem | CA | EN	EUR	1.08	10	0	0	0	0.01	0	0	0
Current Quarter	Saturday	17	PMax | Rem | AU-NZ | EN	EUR	0	3	0	0	0	0	0	0	0
Current Quarter	Friday	16	S | Brand | NL	EUR	293.81	10	4	0.4	0.73	2.94	0	0	0
Current Quarter	Saturday	7	PMax | Rem | DE	EUR	19.6	318	11	0.0346	0.57	6.23	0	0	0
Current Quarter	Saturday	16	PMax | Rem | DE	EUR	26.41	611	41	0.06709999999999999	0.39	16.14	0.0122	0.5	32.27
Current Quarter	Friday	8	PMax | Rem | DE	EUR	7.16	585	16	0.0274	0.26	4.19	0	0	0
Current Quarter	Sunday	9	PMax | Rem | DE	EUR	42.38	296	23	0.07769999999999999	0.55	12.54	0	0	0
Current Quarter	Saturday	19	PMax | Rem | UK	EUR	8.55	75	2	0.0267	0.32	0.64	0	0	0
Current Quarter	Friday	12	PMax | Rem | UK	EUR	5.87	121	4	0.0331	0.18	0.71	0	0	0
Current Quarter	Thursday	13	PMax | Rem | UK	EUR	13.74	99	3	0.0303	0.45	1.36	0	0	0
Current Quarter	Tuesday	14	PMax | Rem | UK	EUR	111.17	66	5	0.0758	1.47	7.34	0	0	0
Current Quarter	Wednesday	4	PMAX | shopping | EU | EN	EUR	8.45	929	166	0.1787	0.05	7.85	0	0	0
Current Quarter	Tuesday	11	PMAX | shopping | EU | EN	EUR	2.45	98	1	0.0102	0.24	0.24	0	0	0
Current Quarter	Monday	5	PMAX | shopping | EU | EN	EUR	15.11	94	2	0.0213	0.71	1.42	0	0	0
Current Quarter	Saturday	22	DGen | EN	EUR	0.37	3765	9	0.0024	0.15	1.39	0	0	0
Current Quarter	Friday	8	DGen | EN	EUR	0.43	1160	4	0.0034	0.12	0.5	0	0	0
Current Quarter	Friday	16	DGen | EN	EUR	0.35	3885	10	0.0026	0.14	1.37	0	0	0
Current Quarter	Monday	16	DGen | EN	EUR	0.44	16982	45	0.0026	0.17	7.5	0	0	0
Current Quarter	Tuesday	15	Sh | General | NL	EUR	15.65	69	1	0.0145	1.08	1.08	0	0	0
Current Quarter	Friday	10	PMax | Rem | NL | New	EUR	18.4	735	46	0.0626	0.29	13.52	0	0	0
Current Quarter	Sunday	11	PMax | Rem | NL | New	EUR	21.01	1016	61	0.06	0.35	21.35	0	0	0
Current Quarter	Wednesday	12	S | General | EU | EN	EUR	47.13	93	4	0.043	1.1	4.38	0	0	0
Current Quarter	Monday	12	PMax | Rem | CA | EN	EUR	237.14	7	1	0.1429	1.66	1.66	0	0	0
Current Quarter	Monday	18	PMax | Rem | CA | EN	EUR	1.33	13	1	0.07690000000000001	0.02	0.02	0	0	0
Current Quarter	Saturday	5	ADa_Pants_NL	EUR	8.7	23	1	0.0435	0.2	0.2	0	0	0
Current Quarter	Friday	22	ADa_Pants_NL	EUR	22.04	288	14	0.0486	0.45	6.35	0.0475	0.66	9.55
Current Quarter	Wednesday	0	ADa_Pants_NL	EUR	5.22	88	3	0.0341	0.15	0.46	0	0	0
Current Quarter	Monday	9	S | General | NL	EUR	159.82	272	9	0.0331	4.83	43.47	0	0	0
Current Quarter	Sunday	17	S | General | NL	EUR	169.44	73	8	0.1096	1.55	12.37	0	0	0
Current Quarter	Sunday	22	S | General | NL	EUR	119.51	79	5	0.0633	1.89	9.44	0.2	1	9.44
Current Quarter	Wednesday	1	PMax | Rem | EU | EN	EUR	1.01	193	6	0.0311	0.03	0.19	0	0	0
Current Quarter	Tuesday	18	PMax | Rem | EU | EN	EUR	3.31	459	29	0.0632	0.05	1.52	0	0	0
Current Quarter	Thursday	20	PMax | Rem | AU-NZ | EN	EUR	45	10	1	0.1	0.45	0.45	0	0	0
Current Quarter	Wednesday	6	PMax | Rem | AU-NZ | EN	EUR	114.29	7	1	0.1429	0.8	0.8	0	0	0
Current Quarter	Wednesday	23	S | General | UK	EUR	95.31	32	3	0.09380000000000001	1.02	3.05	0	0	0
Current Quarter	Sunday	2	PMax | Rem | US | EN	EUR	33.07	75	2	0.0267	1.24	2.48	0	0	0
Current Quarter	Monday	10	ADa_Panty_NL	EUR	265.88	68	2	0.0294	9.04	18.08	0.5	1	18.08
Current Quarter	Sunday	8	ADa_Panty_NL	EUR	68.33	18	1	0.0556	1.23	1.23	0	0	0
Current Quarter	Thursday	3	PMAX | shopping | EU | EN	EUR	0	36	0	0	0	0	0	0	0
Current Quarter	Saturday	14	PMax | Rem | CA | EN	EUR	0.32	9	0	0	0	0	0	0	0
Current Quarter	Friday	0	PMax | Rem | CA | EN	EUR	0	5	0	0	0	0	0	0	0
Current Quarter	Monday	8	PMax | Rem | CA | EN	EUR	1.05	14	0	0	0	0.01	0	0	0
Current Quarter	Sunday	14	PMax | Rem | CA | EN	EUR	0.53	8	0	0	0	0	0	0	0
Current Quarter	Wednesday	11	PMax | Rem | AU-NZ | EN	EUR	0	3	0	0	0	0	0	0	0
Current Quarter	Wednesday	23	PMax | Rem | AU-NZ | EN	EUR	0	3	0	0	0	0	0	0	0
Current Quarter	Monday	4	PMax | Rem | AU-NZ | EN	EUR	0	33	0	0	0	0	0	0	0
Current Quarter	Sunday	1	PMax | Rem | AU-NZ | EN	EUR	0.45	41	0	0	0	0.02	0	0	0
Current Quarter	Sunday	10	ADa_Brand_NL	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Wednesday	18	S | General | UK	EUR	0	18	0	0	0	0	0	0	0
Current Quarter	Saturday	0	PMax | Rem | US | EN	EUR	0	15	0	0	0	0	0	0	0
Current Quarter	Wednesday	8	PMax | Rem | US | EN	EUR	0	22	0	0	0	0	0	0	0
Current Quarter	Wednesday	15	PMax | Rem | US | EN	EUR	0	30	0	0	0	0	0	0	0
Current Quarter	Tuesday	6	ADa_Panty_NL	EUR	0	70	0	0	0	0	0	0	0
Current Quarter	Tuesday	21	S | Brand | NL	EUR	185	4	1	0.25	0.74	0.74	0	0	0
Current Quarter	Monday	22	S | Brand | NL	EUR	214.29	7	2	0.2857	0.75	1.5	0	0	0
Current Quarter	Sunday	2	S | Brand | NL	EUR	20	2	2	1	0.02	0.04	0	0	0
Current Quarter	Saturday	19	PMax | Rem | DE	EUR	8.32	161	3	0.0186	0.45	1.34	0	0	0
Current Quarter	Tuesday	14	PMax | Rem | DE	EUR	9.47	713	20	0.0281	0.34	6.75	0	0	0
Current Quarter	Sunday	2	PMax | Rem | DE	EUR	13.76	58	2	0.0345	0.4	0.8	0	0	0
Current Quarter	Friday	15	PMax | Rem | UK	EUR	5.25	580	4	0.0069	0.76	3.05	0	0	0
Current Quarter	Monday	11	PMax | Rem | UK	EUR	15.03	220	11	0.05	0.3	3.31	0.0909	1	3.31
Current Quarter	Sunday	22	PMax | Rem | UK	EUR	8.15	161	7	0.0435	0.19	1.31	0	0	0
Current Quarter	Saturday	5	PMAX | shopping | EU | EN	EUR	0.61	85	3	0.0353	0.02	0.05	0	0	0
Current Quarter	Saturday	22	PMAX | shopping | EU | EN	EUR	0.08	168	1	0.006	0.01	0.01	0	0	0
Current Quarter	Friday	5	PMAX | shopping | EU | EN	EUR	0.2	72	1	0.0139	0.01	0.01	0	0	0
Current Quarter	Monday	8	PMAX | shopping | EU | EN	EUR	20.9	275	9	0.0327	0.64	5.75	0	0	0
Current Quarter	Saturday	8	DGen | EN	EUR	0.6	2574	8	0.0031	0.19	1.53	0	0	0
Current Quarter	Friday	1	DGen | EN	EUR	14.33	144	3	0.0208	0.69	2.06	0	0	0
Current Quarter	Friday	18	Sh | General | NL	EUR	730	2	1	0.5	1.46	1.46	0	0	0
Current Quarter	Monday	19	S | Brand | EU | DE	EUR	5	2	1	0.5	0.01	0.01	0	0	0
Current Quarter	Saturday	3	PMax | Rem | NL | New	EUR	5.64	134	7	0.0522	0.11	0.76	0	0	0
Current Quarter	Friday	22	PMax | Rem | NL | New	EUR	18.44	895	57	0.0637	0.29	16.5	0	0	0
Current Quarter	Wednesday	23	PMax | Rem | NL | New	EUR	15.28	438	22	0.05019999999999999	0.3	6.69	0	0	0
Current Quarter	Tuesday	16	S | General | EU | EN	EUR	28.08	193	8	0.0415	0.68	5.42	0	0	0
Current Quarter	Monday	0	S | General | EU | EN	EUR	49.68	71	6	0.08449999999999999	0.59	3.53	0	0	0
Current Quarter	Monday	12	S | General | EU | EN	EUR	116.69	124	9	0.0726	1.61	14.47	0	0	0
Current Quarter	Friday	3	ADa_Pants_NL	EUR	3.83	19	1	0.0526	0.07	0.07	0	0	0
Current Quarter	Wednesday	19	ADa_Pants_NL	EUR	18.43	278	9	0.03240000000000001	0.57	5.12	0	0	0
Current Quarter	Sunday	6	ADa_Pants_NL	EUR	5.06	69	4	0.058	0.09	0.35	0	0	0
Current Quarter	Sunday	17	PMax | Rem | US | EN	EUR	34.74	76	2	0.0263	1.32	2.64	0	0	0
Current Quarter	Thursday	4	ADa_Panty_NL	EUR	8.68	74	7	0.0946	0.09	0.64	0	0	0
Current Quarter	Wednesday	11	ADa_Panty_NL	EUR	6.12	242	21	0.0868	0.07	1.48	0	0	0
Current Quarter	Wednesday	14	ADa_Panty_NL	EUR	21.63	156	6	0.0385	0.56	3.38	0	0	0
Current Quarter	Sunday	14	ADa_Panty_NL	EUR	30.63	48	1	0.0208	1.47	1.47	0	0	0
Current Quarter	Saturday	11	S | General | NL	EUR	74.18	182	8	0.044	1.69	13.5	0	0	0
Current Quarter	Friday	7	S | General | NL	EUR	218	30	1	0.0333	6.54	6.54	0	0	0
Current Quarter	Tuesday	17	S | General | NL	EUR	23.33	36	1	0.0278	0.84	0.84	0	0	0
Current Quarter	Friday	6	PMax | Rem | EU | EN	EUR	15.36	181	21	0.116	0.13	2.78	0	0	0
Current Quarter	Thursday	4	PMax | Rem | EU | EN	EUR	9.72	68	9	0.1324	0.07	0.66	0	0	0
Current Quarter	Thursday	5	PMax | Rem | EU | EN	EUR	0.48	123	11	0.0894	0.01	0.06	0	0	0
Current Quarter	Sunday	16	PMax | Rem | EU | EN	EUR	3.77	572	28	0.049	0.08	2.15	0	0	0
Current Quarter	Monday	15	S | Brand | EU | FR	EUR	10	1	1	1	0.01	0.01	0	0	0
Current Quarter	Saturday	17	PMAX | shopping | EU | EN	EUR	0	127	0	0	0	0	0	0	0
Current Quarter	Monday	2	PMAX | shopping | EU | EN	EUR	0	41	0	0	0	0	0	0	0
Current Quarter	Monday	19	PMAX | shopping | EU | EN	EUR	0	51	0	0	0	0	0	0	0
Current Quarter	Sunday	0	S | Brand | EU | DE	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Monday	11	PMax | Rem | CA | EN	EUR	0.29	11	0	0	0	0	0	0	0
Current Quarter	Sunday	11	PMax | Rem | CA | EN	EUR	1.14	5	0	0	0	0.01	0	0	0
Current Quarter	Wednesday	9	S | General | UK	EUR	0	5	0	0	0	0	0	0	0
Current Quarter	Saturday	11	PMax | Rem | US | EN	EUR	0	3	0	0	0	0	0	0	0
Current Quarter	Saturday	21	PMax | Rem | US | EN	EUR	0	21	0	0	0	0	0	0	0
Current Quarter	Tuesday	7	PMax | Rem | US | EN	EUR	0	15	0	0	0	0	0	0	0
Current Quarter	Sunday	13	PMax | Rem | US | EN	EUR	0	12	0	0	0	0	0	0	0
Current Quarter	Saturday	16	ADa_Panty_NL	EUR	0	30	0	0	0	0	0	0	0
Current Quarter	Monday	1	ADa_Panty_NL	EUR	0	22	0	0	0	0	0	0	0
Current Quarter	Sunday	2	ADa_Panty_NL	EUR	0	17	0	0	0	0	0	0	0
Current Quarter	Saturday	2	S | General | NL	EUR	0	7	0	0	0	0	0	0	0
Current Quarter	Monday	23	S | General | NL	EUR	0	25	0	0	0	0	0	0	0
Current Quarter	Saturday	12	PMax | Rem | AU-NZ | EN	EUR	0.23	34	0	0	0	0.01	0	0	0
Current Quarter	Thursday	16	PMax | Rem | AU-NZ | EN	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Monday	0	PMax | Rem | AU-NZ | EN	EUR	0.24	23	0	0	0	0.01	0	0	0
Current Quarter	Monday	16	ADa_Brand_NL	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Friday	11	S | Brand | NL	EUR	36.75	6	2	0.3333	0.11	0.22	0	0	0
Current Quarter	Friday	14	S | Brand | NL	EUR	57.5	8	2	0.25	0.23	0.46	1	2	0.23
Current Quarter	Wednesday	22	S | Brand | NL	EUR	78.33	6	1	0.1667	0.47	0.47	0	0	0
Current Quarter	Sunday	22	S | Brand | NL	EUR	135	8	1	0.125	1.08	1.08	0	0	0
Current Quarter	Saturday	6	PMax | Rem | DE	EUR	16.06	162	9	0.0556	0.29	2.6	0	0	0
Current Quarter	Tuesday	13	PMax | Rem | DE	EUR	14.87	319	13	0.0408	0.36	4.74	0	0	0
Current Quarter	Friday	1	PMax | Rem | UK	EUR	0.49	51	1	0.0196	0.02	0.02	0	0	0
Current Quarter	Thursday	10	PMax | Rem | UK	EUR	1.35	105	3	0.0286	0.05	0.14	0	0	0
Current Quarter	Friday	21	PMAX | shopping | EU | EN	EUR	2.81	212	3	0.0142	0.2	0.6	0	0	0
Current Quarter	Thursday	8	PMAX | shopping | EU | EN	EUR	13.5	266	6	0.0226	0.6	3.59	0	0	0
Current Quarter	Wednesday	1	PMAX | shopping | EU | EN	EUR	6.5	41	5	0.122	0.05	0.27	0	0	0
Current Quarter	Monday	16	PMAX | shopping | EU | EN	EUR	2.51	216	2	0.009300000000000001	0.27	0.54	0	0	0
Current Quarter	Saturday	21	DGen | EN	EUR	0.36	3255	9	0.0028	0.13	1.17	0	0	0
Current Quarter	Thursday	8	DGen | EN	EUR	1.39	2209	10	0.004500000000000001	0.31	3.07	0	0	0
Current Quarter	Monday	15	DGen | EN	EUR	0.67	7538	26	0.0034	0.19	5.02	0	0	0
Current Quarter	Monday	16	S | General | NL	EUR	78.98	52	5	0.0962	0.82	4.11	0.1	0.5	8.21
Current Quarter	Friday	19	PMax | Rem | EU | EN	EUR	3.95	703	21	0.0299	0.13	2.77	0	0	0
Current Quarter	Thursday	20	PMax | Rem | EU | EN	EUR	16.6	555	28	0.0505	0.33	9.22	0	0	0
Current Quarter	Tuesday	4	PMax | Rem | AU-NZ | EN	EUR	152.22	27	1	0.03700000000000001	4.11	4.11	0	0	0
Current Quarter	Friday	18	ADa_Panty_NL	EUR	7.21	436	40	0.0917	0.08	3.14	0	0	0
Current Quarter	Thursday	16	ADa_Panty_NL	EUR	41.79	323	22	0.0681	0.61	13.5	0	0	0
Current Quarter	Wednesday	12	ADa_Panty_NL	EUR	14.04	219	19	0.0868	0.16	3.08	0	0	0
Current Quarter	Monday	16	Sh | General | NL	EUR	28.53	313	8	0.0256	1.12	8.93	0	0	0
Current Quarter	Saturday	4	PMax | Rem | NL | New	EUR	18.07	90	6	0.0667	0.27	1.63	0	0	0
Current Quarter	Friday	3	PMax | Rem | NL | New	EUR	8.85	51	5	0.098	0.09	0.45	0	0	0
Current Quarter	Friday	5	PMax | Rem | NL | New	EUR	29.49	178	18	0.1011	0.29	5.25	0	0	0
Current Quarter	Thursday	11	PMax | Rem | NL | New	EUR	16.04	798	36	0.0451	0.36	12.8	0	0	0
Current Quarter	Tuesday	19	PMax | Rem | NL | New	EUR	4.93	723	29	0.0401	0.12	3.56	0	0	0
Current Quarter	Monday	12	PMax | Rem | NL | New	EUR	20.43	792	38	0.048	0.43	16.18	0.0395	1.5	10.79
Current Quarter	Thursday	9	S | General | EU | EN	EUR	50.99	82	5	0.061	0.84	4.18	0	0	0
Current Quarter	Sunday	22	S | General | EU | EN	EUR	36.83	79	3	0.038	0.97	2.91	0	0	0
Current Quarter	Saturday	0	PMax | Rem | CA | EN	EUR	14.1	22	5	0.2273	0.06	0.31	0	0	0
Current Quarter	Wednesday	18	PMax | Rem | CA | EN	EUR	4.98	11	2	0.1818	0.03	0.05	0	0	0
Current Quarter	Monday	23	ADa_Pants_NL	EUR	16.17	71	3	0.0423	0.38	1.15	0	0	0
Current Quarter	Friday	6	PMax | Rem | UK	EUR	0.46	20	0	0	0	0.01	0	0	0
Current Quarter	Sunday	2	PMax | Rem | UK	EUR	0.73	10	0	0	0	0.01	0	0	0
Current Quarter	Sunday	1	PMAX | shopping | EU | EN	EUR	0	107	0	0	0	0	0	0	0
Current Quarter	Sunday	3	PMAX | shopping | EU | EN	EUR	0	82	0	0	0	0	0	0	0
Current Quarter	Wednesday	4	PMax | Rem | AU-NZ | EN	EUR	0	10	0	0	0	0	0	0	0
Current Quarter	Sunday	4	PMax | Rem | AU-NZ | EN	EUR	0.25	17	0	0	0	0	0	0	0
Current Quarter	Monday	22	ADa_Brand_NL	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Friday	23	S | General | UK	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Sunday	10	S | General | UK	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Friday	16	PMax | Rem | US | EN	EUR	0	14	0	0	0	0	0	0	0
Current Quarter	Saturday	2	Sh | General | NL	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Friday	15	S | Brand | EU | DE	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Saturday	11	PMax | Rem | CA | EN	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Tuesday	7	PMax | Rem | CA | EN	EUR	0.3	7	0	0	0	0	0	0	0
Current Quarter	Tuesday	14	PMax | Rem | CA | EN	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Saturday	4	ADa_Pants_NL	EUR	0	8	0	0	0	0	0	0	0
Current Quarter	Tuesday	1	ADa_Pants_NL	EUR	0	13	0	0	0	0	0	0	0
Current Quarter	Monday	2	ADa_Pants_NL	EUR	0	16	0	0	0	0	0	0	0
Current Quarter	Friday	18	S | Brand | NL	EUR	2.1	8	2	0.25	0.01	0.02	0	0	0
Current Quarter	Monday	20	S | Brand | NL	EUR	111.54	13	3	0.2308	0.48	1.45	0	0	0
Current Quarter	Sunday	9	S | Brand | NL	EUR	3.57	14	5	0.3571	0.01	0.05	0.0492	0.25	0.2
Current Quarter	Friday	1	PMax | Rem | DE	EUR	17.78	51	3	0.0588	0.3	0.91	0	0	0
Current Quarter	Friday	4	PMax | Rem | DE	EUR	23.3	71	8	0.1127	0.21	1.65	0	0	0
Current Quarter	Friday	5	PMax | Rem | DE	EUR	21.94	180	17	0.0944	0.23	3.95	0	0	0
Current Quarter	Friday	23	PMax | Rem | DE	EUR	15.08	245	10	0.0408	0.37	3.69	0	0	0
Current Quarter	Wednesday	10	PMax | Rem | DE	EUR	4.55	357	4	0.0112	0.41	1.63	0	0	0
Current Quarter	Monday	15	PMax | Rem | DE	EUR	6.01	359	12	0.0334	0.18	2.16	0	0	0
Current Quarter	Sunday	16	PMax | Rem | DE	EUR	10.41	987	44	0.0446	0.23	10.27	0	0	0
Current Quarter	Thursday	0	PMax | Rem | UK	EUR	41.56	108	9	0.0833	0.5	4.49	0	0	0
Current Quarter	Thursday	14	PMax | Rem | UK	EUR	80.84	103	6	0.0583	1.39	8.33	0	0	0
Current Quarter	Saturday	0	PMAX | shopping | EU | EN	EUR	74.61	84	5	0.0595	1.25	6.27	0	0	0
Current Quarter	Wednesday	21	PMAX | shopping | EU | EN	EUR	1.32	223	3	0.0135	0.1	0.29	0	0	0
Current Quarter	Wednesday	22	PMAX | shopping | EU | EN	EUR	10.83	264	3	0.0114	0.95	2.86	0	0	0
Current Quarter	Monday	4	PMAX | shopping | EU | EN	EUR	0.14	28	1	0.0357	0	0	0	0	0
Current Quarter	Sunday	20	PMAX | shopping | EU | EN	EUR	3.64	227	5	0.022	0.17	0.83	0	0	0
Current Quarter	Thursday	13	DGen | EN	EUR	0.34	3126	3	0.001	0.35	1.05	0	0	0
Current Quarter	Thursday	16	DGen | EN	EUR	0.35	4221	6	0.0014	0.24	1.47	0	0	0
Current Quarter	Saturday	14	S | General | NL	EUR	241.99	202	13	0.0644	3.76	48.88	0	0	0
Current Quarter	Friday	6	S | General | NL	EUR	660.12	21	4	0.1905	3.47	13.86	0	0	0
Current Quarter	Thursday	12	S | General | NL	EUR	95.68	90	7	0.07780000000000001	1.23	8.61	0.1429	1	8.61
Current Quarter	Monday	15	S | General | NL	EUR	37.66	64	3	0.0469	0.8	2.41	0	0	0
Current Quarter	Sunday	15	S | General | NL	EUR	11.1	91	1	0.011	1.01	1.01	0	0	0
Current Quarter	Monday	14	S | Brand | EU | EN	EUR	190	2	1	0.5	0.38	0.38	0	0	0
Current Quarter	Saturday	23	PMax | Rem | EU | EN	EUR	0.45	1083	18	0.0166	0.03	0.49	0	0	0
Current Quarter	Friday	10	PMax | Rem | EU | EN	EUR	10.87	447	22	0.0492	0.22	4.86	0	0	0
Current Quarter	Tuesday	4	PMax | Rem | EU | EN	EUR	16.34	133	12	0.0902	0.18	2.17	0	0	0
Current Quarter	Monday	18	PMax | Rem | EU | EN	EUR	3.91	1069	50	0.04679999999999999	0.08	4.18	0	0	0
Current Quarter	Sunday	4	PMax | Rem | EU | EN	EUR	1.16	546	6	0.011	0.11	0.63	0	0	0
Current Quarter	Sunday	22	PMax | Rem | EU | EN	EUR	13.7	252	18	0.07139999999999999	0.19	3.45	0	0	0
Current Quarter	Saturday	22	ADa_Brand_NL	EUR	6.8	1	1	1	0.01	0.01	0	0	0
Current Quarter	Friday	22	ADa_Brand_NL	EUR	10	1	1	1	0.01	0.01	0	0	0
Current Quarter	Friday	15	ADa_Panty_NL	EUR	3.52	244	11	0.0451	0.08	0.86	0	0	0
Current Quarter	Wednesday	15	ADa_Panty_NL	EUR	33.67	342	26	0.076	0.44	11.51	0	0	0
Current Quarter	Tuesday	22	ADa_Panty_NL	EUR	15.83	190	5	0.0263	0.6	3.01	0.2	1	3.01
Current Quarter	Wednesday	8	Sh | General | NL	EUR	51.72	29	1	0.0345	1.5	1.5	0	0	0
Current Quarter	Monday	10	S | Brand | EU | DE	EUR	5	2	1	0.5	0.01	0.01	0	0	0
Current Quarter	Friday	12	PMax | Rem | NL | New	EUR	27.28	908	60	0.0661	0.41	24.77	0.0167	1	24.77
Current Quarter	Thursday	10	PMax | Rem | NL | New	EUR	18.57	763	35	0.0459	0.4	14.17	0.0286	1	14.17
Current Quarter	Wednesday	19	PMax | Rem | NL | New	EUR	31.74	737	27	0.0366	0.87	23.4	0	0	0
Current Quarter	Thursday	0	S | General | EU | EN	EUR	87.8	50	5	0.1	0.88	4.39	0	0	0
Current Quarter	Sunday	9	S | General | EU | EN	EUR	76.43	142	10	0.0704	1.09	10.85	0	0	0
Current Quarter	Thursday	1	PMax | Rem | CA | EN	EUR	1.04	13	1	0.07690000000000001	0.01	0.01	0	0	0
Current Quarter	Tuesday	23	PMax | Rem | CA | EN	EUR	90.08	3	1	0.3333	0.27	0.27	0	0	0
Current Quarter	Friday	6	ADa_Pants_NL	EUR	2.59	42	1	0.0238	0.11	0.11	0	0	0
Current Quarter	Monday	11	ADa_Pants_NL	EUR	7.97	64	2	0.0313	0.25	0.51	0	0	0
Current Quarter	Sunday	0	ADa_Pants_NL	EUR	7.95	55	3	0.0545	0.15	0.44	0	0	0
Current Quarter	Friday	2	PMAX | shopping | EU | EN	EUR	0	17	0	0	0	0	0	0	0
Current Quarter	Monday	18	S | Brand | EU | EN	EUR	0	3	0	0	0	0	0	0	0
Current Quarter	Tuesday	10	PMax | Rem | AU-NZ | EN	EUR	0	26	0	0	0	0	0	0	0
Current Quarter	Tuesday	19	PMax | Rem | AU-NZ | EN	EUR	0	4	0	0	0	0	0	0	0
Current Quarter	Saturday	5	PMax | Rem | US | EN	EUR	0	13	0	0	0	0	0	0	0
Current Quarter	Saturday	6	PMax | Rem | US | EN	EUR	0	8	0	0	0	0	0	0	0
Current Quarter	Sunday	9	PMax | Rem | US | EN	EUR	0	22	0	0	0	0	0	0	0
Current Quarter	Friday	8	ADa_Panty_NL	EUR	0	54	0	0	0	0	0	0	0
Current Quarter	Monday	12	ADa_Panty_NL	EUR	0	39	0	0	0	0	0	0	0
Current Quarter	Sunday	15	ADa_Panty_NL	EUR	0	53	0	0	0	0	0	0	0
Current Quarter	Saturday	9	Sh | General | NL	EUR	0	33	0	0	0	0	0	0	0
Current Quarter	Wednesday	7	Sh | General | NL	EUR	0	19	0	0	0	0	0	0	0
Current Quarter	Saturday	16	S | Brand | EU | DE	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Saturday	5	S | General | EU | EN	EUR	0	23	0	0	0	0	0	0	0
Current Quarter	Wednesday	2	PMax | Rem | CA | EN	EUR	0	7	0	0	0	0	0	0	0
Current Quarter	Tuesday	13	PMax | Rem | CA | EN	EUR	0	3	0	0	0	0	0	0	0
Current Quarter	Tuesday	20	PMax | Rem | CA | EN	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Sunday	19	PMax | Rem | CA | EN	EUR	0	16	0	0	0	0	0	0	0
